Timestamp;Ви працюєте зараз в ІТ?;Де ви зараз живете? ;В якій області ви зараз живете?;Зарплата у $$$ за місяць, лише ставка після сплати податків;Ваша стать;Ваш вік;Яка у вас освіта?;Чи є у вас науковий ступінь? ;Знання англійської мови;Оберіть вашу посаду;Ваш тайтл;Ваша спеціалізація;Вкажіть вашу спеціалізацію;Оберіть вашу спеціалізацію;Ваша посада;Оберіть вашу посаду2;Ваша посада3;Ваша посада4;Ваша посада5;Ваша посада6;Ваша посада7;Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?;Основна мова програмування;Вкажіть вашу основну спеціалізацію;В якій сфері працюєте?;Тип компанії;Загальний стаж роботи за спеціальністю
11.30.2022 17:13:42;Так, працюю full-time;В Україні;Суми чи область;1400;Жінка;27;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;HR/Recruiter;Немає тайтлу;;;;;HR Manager;;;;;;;;;Gambling, GameDev;Продуктова;2 роки
11.30.2022 17:14:01;Так, працюю full-time;В Україні;Львів чи область;2500;Жінка;31;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;HR/Recruiter;Head;;;;;Talent Acquisition Manager;;;;;;;;;Інша;Аутсорсингова;7 років
11.30.2022 17:14:04;Так, працюю full-time;В Україні;Хмельницький чи область;2900;Чоловік;23;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;Java;Back-end  розробка;Edtech / Education;Продуктова;4 роки
11.30.2022 17:14:11;Так, працюю full-time;В Україні;Київ чи область;3100;Чоловік;35;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;TypeScript;Back-end  розробка;Cloud Computing, Gambling, Інша;Аутсорсингова;9 років
11.30.2022 17:14:31;Так, працюю full-time;В Україні;Київ чи область;4500;Чоловік;40;Вища (бакалавр, спеціаліст, магістр);Кандидат наук / PhD;Upper-Intermediate;Data Science, Machine Learning, Big Data;Senior;;;;;;;;Machine Learning Engineer;;;Так, використовую;Python;Робота з даними, аналіз даних;Fintech / Banking;Продуктова;3 роки
11.30.2022 17:14:38;Так, працюю full-time;В Україні;Рівне чи область;1900;Чоловік;31;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;General QA;;;;;;;;;Так, використовую;Python;QA;Fintech / Banking;Аутсорсингова;7 років
11.30.2022 17:14:45;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;2280;Чоловік;23;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;C# / .NET;Full Stack розробка;Medtech / Healthcare;Аутстафінгова;3 роки
11.30.2022 17:14:48;Так, працюю full-time;В Україні;Київ чи область;3200;Чоловік;29;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Support;Team Lead;;;;;;;;;;;Ні, не використовую;;;Cloud Computing;Аутстафінгова;10 років
11.30.2022 17:14:53;Так, працюю full-time;В Україні;Харків чи область;2620;Чоловік;21;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Team Lead;;Manual QA;;;;;;;;;Ні, не використовую;;;E-commerce, Mobile;Аутсорсингова;8 років
11.30.2022 17:14:55;Так, працюю full-time;В Україні;Київ чи область;3800;Чоловік;31;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Manager;;;;;;Delivery Manager;;;;;Ні, не використовую;;;E-commerce;Продуктова;6 років
11.30.2022 17:14:57;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;2200;Жінка;35;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;General QA;;;;;;;;;Так, використовую;Java;QA;Fintech / Banking;Стартап;3 роки
11.30.2022 17:15:01;Так, працюю full-time;В Україні;Львів чи область;5500;Чоловік;30;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Manager;;;;;;;;;;;;Java;Back-end  розробка;Travel;Аутсорсингова;11 років
11.30.2022 17:15:02;Так, працюю full-time;В Україні;Вінниця чи область;2200;Чоловік;23;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;DevOps, SRE;Middle;;;;;;;;;DevOps Engineer;;Ні, не використовую;;;Data Science, E-commerce, Medtech / Healthcare;Аутсорсингова;1,5 року
11.30.2022 17:15:02;Так, працюю full-time;В Україні;Київ чи область;2750;Чоловік;26;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;TypeScript;Front-end  розробка;Gambling;Продуктова;5 років
11.30.2022 17:15:03;Так, працюю full-time;В Україні;Київ чи область;4400;Чоловік;26;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Tech Lead;;;;;;;;;;;;Go;Back-end  розробка;Cloud Computing, High Load Systems;Аутсорсингова;5 років
11.30.2022 17:15:10;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;4100;Чоловік;33;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Senior;;Automation QA;;;;;;;;;Так, використовую;Java;QA;Logistics;Аутсорсингова;8 років
11.30.2022 17:15:22;Так, працюю full-time;В Україні;Львів чи область;1400;Чоловік;34;Дві вищі;Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;General QA;;;;;;;;;Так, використовую;Python;QA;E-commerce;Аутсорсингова;1,5 року
11.30.2022 17:15:29;Так, працюю full-time;В Україні;Вінниця чи область;2800;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;JavaScript;Front-end  розробка;Retail;Продуктова;5 років
11.30.2022 17:15:37;Так, працюю full-time;В Україні;Київ чи область;3000;Жінка;31;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Marketing, SEO, Copywriter;Manager;;;;PR Manager;;;;;;;;;;Blockchain;Інша;2 роки
11.30.2022 17:15:54;Так, працюю full-time;В Україні;Івано-Франківськ чи область;2450;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;C# / .NET;Mobile  розробка;AR/VR;Аутсорсингова;3 роки
11.30.2022 17:16:03;Так, працюю full-time;В Україні;Дніпро чи область;2450;Жінка;25;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Senior;;Manual QA;;;;;;;;;Ні, не використовую;;;Medtech / Healthcare;Аутсорсингова;5 років
11.30.2022 17:16:09;Так, працюю full-time;В Україні;Черкаси чи область;1800;Жінка;25;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Middle;;;;;;Product Owner;;;;;Ні, не використовую;;;Adtech / Advertising, Media;Продуктова;1,5 року
11.30.2022 17:16:21;Так, працюю full-time;В Україні;Вінниця чи область;3500;Жінка;32;Дві вищі;Кандидат наук / PhD;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Senior;;Manual QA;;;;;;;;;Ні, не використовую;;;E-commerce, Інша;Продуктова;5 років
11.30.2022 17:17:00;Так, працюю full-time;В Україні;Київ чи область;1400;Чоловік;20;Ще студент вишу;Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;Java;Back-end  розробка;E-commerce;Аутсорсингова;1,5 року
11.30.2022 17:17:06;Так, працюю full-time;В Україні;Київ чи область;3600;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;C++;Full Stack розробка;Media;Аутстафінгова;4 роки
11.30.2022 17:17:32;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;2500;Чоловік;38;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Немає тайтлу;;;;;;Product Owner;;;;;Ні, не використовую;;;Fintech / Banking, Media;Продуктова;15 і більше років
11.30.2022 17:17:33;Так, працюю full-time;В Україні;Черкаси чи область;4000;Чоловік;31;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;JavaScript;Front-end  розробка;E-commerce, Media;Аутстафінгова;6 років
11.30.2022 17:17:42;Так, працюю full-time;В Україні;Київ чи область;3500;Жінка;27;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.);Middle;;;UI/UX Designer;;;;;;;;;;;E-commerce, Logistics, Manufacturing;Аутстафінгова;6 років
11.30.2022 17:17:45;Так, працюю full-time;В Україні;Дніпро чи область;700;Чоловік;30;Вища (бакалавр, спеціаліст, магістр);Немає;Elementary;HR/Recruiter;Middle;;;;;Recruiter;;;;;;;;;Gambling;Продуктова;1,5 року
11.30.2022 17:17:50;Так, працюю full-time;В Україні;Рівне чи область;400;Жінка;21;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;HTML Coder;Junior;;;;;;;;;;;Так, використовую;JavaScript;Front-end  розробка;Інша;Аутсорсингова;Пів року
11.30.2022 17:17:53;Так, працюю full-time;В Україні;Рівне чи область;800;Жінка;28;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;HR/Recruiter;Junior;;;;;Recruiter;;;;;;;;;Adtech / Advertising, Edtech / Education, Інша;Аутсорсингова;1 рік
11.30.2022 17:18:03;Так, працюю full-time;В Україні;Ужгород чи Закарпатська область;2900;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Manual QA;;;;;;;;;Ні, не використовую;;;ERP;Аутсорсингова;4 роки
11.30.2022 17:18:22;Так, працюю full-time;В Україні;Київ чи область;3500;Жінка;34;Дві вищі;Немає;Intermediate;HR/Recruiter;Head;;;;;Recruiter;;;;;;;;;High Load Systems, Інша;Продуктова;7 років
11.30.2022 17:18:34;Так, працюю full-time;В Україні;Одеса чи область;5375;Чоловік;25;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Team Lead;;;;;;;;;;;;Salesforce Apex;Full Stack розробка;E-commerce, Logistics;Аутстафінгова;4 роки
11.30.2022 17:18:41;Так, працюю full-time;В Україні;Київ чи область;470;Жінка;20;Ще студент вишу;Немає;Advanced;HR/Recruiter;Немає тайтлу;;;;;Recruiter;;;;;;;;;Інша;Продуктова;1,5 року
11.30.2022 17:19:18;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;1500;Жінка;39;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Manual QA;;;;;;;;;Ні, не використовую;;;E-commerce, Mobile, Telecom;Продуктова;4 роки
11.30.2022 17:19:20;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;4500;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Manager;;;;;;Delivery Manager;;;;;Ні, не використовую;;;E-commerce, Інша;Продуктова;9 років
11.30.2022 17:19:23;Так, працюю full-time;В Україні;Вінниця чи область;3205;Чоловік;26;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Analyst (Business, Data, System);Senior;;;;;;;BI Analyst;;;;Ні, не використовую;;;E-commerce;Продуктова;4 роки
11.30.2022 17:19:28;Так, працюю full-time;В Україні;Київ чи область;8000;Чоловік;35;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;DevOps, SRE;Team Lead;;;;;;;;;DevOps Engineer;;Ні, не використовую;;;Blockchain, E-commerce, Mobile;Продуктова;5 років
11.30.2022 17:19:31;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;3300;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Team Lead;;Manual QA;;;;;;;;;Так, використовую;Java;QA;E-commerce, Telecom;Аутстафінгова;10 років
11.30.2022 17:19:35;Так, працюю full-time;В Україні;Одеса чи область;7000;Чоловік;30;Дві вищі;Немає;Advanced;DevOps, SRE;Senior;;;;;;;;;DevOps Engineer;;Так, використовую;Groovy;DevOps;Fintech / Banking, Medtech / Healthcare;Аутсорсингова;4 роки
11.30.2022 17:19:45;Так, працюю full-time;В Україні;Київ чи область;5000;Чоловік;38;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;C# / .NET;Full Stack розробка;Fintech / Banking;Аутстафінгова;11 років
11.30.2022 17:20:03;Так, працюю full-time;В Україні;Дніпро чи область;4500;Чоловік;30;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;Swift;Mobile  розробка;Medtech / Healthcare;Аутстафінгова;4 роки
11.30.2022 17:20:07;Так, працюю full-time;В Україні;Хмельницький чи область;5100;Чоловік;33;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Team Lead;;;;;;;;;;;;JavaScript;Full Stack розробка;Cloud Computing, Manufacturing;Аутстафінгова;9 років
11.30.2022 17:20:28;Так, працюю full-time;В Україні;Вінниця чи область;2700;Чоловік;27;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Manual QA;;;;;;;;;Ні, не використовую;;;Інша;Аутсорсингова;3 роки
11.30.2022 17:20:30;Так, працюю full-time;В Україні;Львів чи область;6400;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Tech Lead;;;;;;;;;;;;C# / .NET;Full Stack розробка;Medtech / Healthcare;Аутсорсингова;10 років
11.30.2022 17:20:58;Так, працюю full-time;В Україні;Київ чи область;3500;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Senior;;;;;;Project Manager;;;;;Ні, не використовую;;;E-commerce;Аутсорсингова;6 років
11.30.2022 17:21:03;Так, працюю full-time;В Україні;Чернігів чи область;4800;Чоловік;35;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;C# / .NET;Back-end  розробка;Dating;Аутсорсингова;15 і більше років
11.30.2022 17:21:08;Так, працюю full-time;В Україні;Полтава чи область;2500;Чоловік;26;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;C# / .NET;Back-end  розробка;Cloud Computing;Аутстафінгова;2 роки
11.30.2022 17:21:30;Так, працюю full-time;В Україні;Івано-Франківськ чи область;3325;Чоловік;36;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;TypeScript;Front-end  розробка;Mobile;Аутсорсингова;14 років
11.30.2022 17:22:19;Так, працюю full-time;В Україні;Київ чи область;3700;Чоловік;37;Дві вищі;Немає;Upper-Intermediate;Analyst (Business, Data, System);Senior;;;;;;;Business Analyst;;;;Ні, не використовую;;;Fintech / Banking;Аутсорсингова;8 років
11.30.2022 17:22:42;Так, працюю full-time;В Україні;Одеса чи область;1000;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Junior;;Manual QA;;;;;;;;;Ні, не використовую;;;Cloud Computing;Аутсорсингова;1,5 року
11.30.2022 17:23:01;Так, працюю full-time;В Україні;Дніпро чи область;3300;Чоловік;24;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;DevOps, SRE;Middle;;;;;;;;;DevOps Engineer;;Ні, не використовую;;;High Load Systems, Retail;Аутсорсингова;2 роки
11.30.2022 17:23:05;Так, працюю full-time;В Україні;Київ чи область;300;Жінка;27;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Intern/Trainee;;;;;;;;;;;;TypeScript;Front-end  розробка;Інша;Аутсорсингова;Пів року
11.30.2022 17:23:20;Так, працюю full-time;В Україні;Дніпро чи область;2200;Чоловік;23;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Team Lead;;;;;;;;;;;;TypeScript;Full Stack розробка;Medtech / Healthcare;Аутстафінгова;2 роки
11.30.2022 17:23:38;Так, працюю full-time;В Україні;Вінниця чи область;1600;Чоловік;29;Вища (бакалавр, спеціаліст, магістр);;Pre-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Manual QA;;;;;;;;;Ні, не використовую;;;GameDev, Mobile;Продуктова;3 роки
11.30.2022 17:23:48;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;1800;Жінка;27;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;HR/Recruiter;Немає тайтлу;;;;;HR Manager;;;;;;;;;E-commerce, Edtech / Education;Аутстафінгова;5 років
11.30.2022 17:24:00;Так, працюю full-time;В Україні;Чернігів чи область;1300;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Junior;;;;;;;;;;;;Python;Back-end  розробка;E-commerce, Media;Аутсорсингова;5 років
11.30.2022 17:24:00;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;1600;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Security Specialist;Junior;;;;;;;;;;;Ні, не використовую;;;Security;Продуктова;1 рік
11.30.2022 17:24:02;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;7200;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;Java;Back-end  розробка;Fintech / Banking;Продуктова;6 років
11.30.2022 17:24:12;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;4750;Чоловік;40;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Analyst (Business, Data, System);Team Lead;;;;;;;Business Analyst;;;;Так, використовую;Python;Full Stack розробка;Medtech / Healthcare;Аутсорсингова;6 років
11.30.2022 17:24:35;Так, працюю full-time;В Україні;Київ чи область;3500;Чоловік;27;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;PHP;Back-end  розробка;E-commerce;Продуктова;4 роки
11.30.2022 17:24:48;Так, працюю full-time;В Україні;Львів чи область;3500;Чоловік;29;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Manager;;;;;;Project Manager;;;;;Ні, не використовую;;;E-commerce, Інша;Аутсорсингова;5 років
11.30.2022 17:25:01;Так, працюю full-time;В Україні;Київ чи область;3000;Жінка;28;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Support;Manager;;;;;;;;;;;Ні, не використовую;;;Інша;Продуктова;6 років
11.30.2022 17:25:18;Так, працюю full-time;В Україні;Рівне чи область;5600;Чоловік;29;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Senior;;Automation QA;;;;;;;;;Так, використовую;C# / .NET;QA;E-commerce;Продуктова;5 років
11.30.2022 17:25:21;Так, працюю full-time;В Україні;Суми чи область;3500;Жінка;26;Вища (бакалавр, спеціаліст, магістр);Немає;Advanced;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Middle;;;;;;Product Owner;;;;;Ні, не використовую;;;Blockchain, Fintech / Banking;Продуктова;1,5 року
11.30.2022 17:25:37;Так, працюю full-time;В Україні;Київ чи область;6000;Чоловік;26;Середня спеціальна;Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Team Lead;;;;;;;;;;;;PHP;Full Stack розробка;E-commerce;Продуктова;8 років
11.30.2022 17:25:39;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;6125;Чоловік;21;Ще студент вишу;Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;TypeScript;Back-end  розробка;Telecom;Аутстафінгова;4 роки
11.30.2022 17:25:39;Так, працюю full-time;В Україні;Київ чи область;3000;Жінка;28;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;Java;Back-end  розробка;ERP, Інша;Аутстафінгова;2 роки
11.30.2022 17:25:41;Так, працюю full-time;В Україні;Київ чи область;3500;Чоловік;43;Дві вищі;Немає;Intermediate;Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager;Middle;;;;;;Project Manager;;;;;Ні, не використовую;;;Cloud Computing;Аутсорсингова;15 і більше років
11.30.2022 17:25:52;Так, працюю full-time;В Україні;Львів чи область;500;Жінка;22;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;HR/Recruiter;Junior;;;;;People partner / Happiness manager;;;;;;;;;Retail, Telecom;Продуктова;3 місяці
11.30.2022 17:26:05;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;5000;Чоловік;26;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;Swift;Mobile  розробка;Інша;Продуктова;4 роки
11.30.2022 17:26:14;Так, працюю full-time;В Україні;Львів чи область;5500;Чоловік;28;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;TypeScript;Front-end  розробка;E-commerce, Security;Продуктова;8 років
11.30.2022 17:26:37;Так, працюю full-time;В Україні;Чернівці чи область;4000;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;Ruby;Back-end  розробка;E-commerce;Продуктова;8 років
11.30.2022 17:26:40;Так, працюю full-time;В Україні;Львів чи область;4500;Чоловік;29;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Security Specialist;Architect;;;;;;;;;;;Ні, не використовую;;;Security;Аутсорсингова;5 років
11.30.2022 17:26:50;Так, працюю full-time;В Україні;Київ чи область;2200;Чоловік;22;Середня;Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;PHP;Back-end  розробка;E-commerce, Medtech / Healthcare, Mobile;Продуктова;2 роки
11.30.2022 17:26:56;Так, працюю full-time;В Україні;Дніпро чи область;615;Чоловік;35;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Junior;;Manual QA;;;;;;;;;Так, використовую;JavaScript;QA;Fintech / Banking;Аутстафінгова;1 рік
11.30.2022 17:26:58;Так, працюю full-time;В Україні;Львів чи область;1850;Чоловік;25;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Automation QA;;;;;;;;;Так, використовую;Java;QA;Automotive, Embedded;Аутсорсингова;1 рік
11.30.2022 17:27:13;Так, працюю full-time;В Україні;Київ чи область;6000;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;TypeScript;Front-end  розробка;E-commerce;Аутстафінгова;10 років
11.30.2022 17:27:14;Так, працюю full-time;В Україні;Рівне чи область;1350;Жінка;22;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.);Middle;;;Graphic / Video Designer;;;;;;;;;;;Cloud Computing, E-commerce;Продуктова;4 роки
11.30.2022 17:27:16;Так, працюю full-time;В Україні;Львів чи область;2250;Чоловік;25;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Middle;;;;;;;;;;;;PHP;Back-end  розробка;E-commerce;Аутсорсингова;7 років
11.30.2022 17:27:19;Так, працюю full-time;В Україні;Львів чи область;1200;Чоловік;32;Вища (бакалавр, спеціаліст, магістр);Немає;Pre-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Junior;;;;;;;;;;;;JavaScript;Full Stack розробка;Telecom;Аутсорсингова;1,5 року
11.30.2022 17:28:00;Так, працюю full-time;В Україні;Одеса чи область;1500;Чоловік;22;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;Game Developer / Programmer;Middle;Gameplay Programmer;;;;;;;;;;;C# / .NET;Інше;GameDev;Інша;3 роки
11.30.2022 17:28:14;Так, працюю full-time;В Україні;Одеса чи область;5500;Чоловік;42;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect);Senior;;;;;;;;;;;;PHP;Back-end  розробка;Big Data, Cloud Computing, E-commerce;Аутстафінгова;10 років
11.30.2022 17:28:21;Так, працюю full-time;В Україні;Київ чи область;1000;Жінка;29;Вища (бакалавр, спеціаліст, магістр);Немає;Intermediate;HR/Recruiter;Junior;;;;;People partner / Happiness manager;;;;;;;;;Інша;Інша;Пів року
11.30.2022 17:28:32;Так, працюю full-time;За кордоном (переїхали через війну, але планую повернутися);;1800;Жінка;33;Вища (бакалавр, спеціаліст, магістр);Немає;Upper-Intermediate;QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager);Middle;;Manual QA;;;;;;;;;Ні, не використовую;;;E-commerce, Medtech / Healthcare;Аутсорсингова;3 роки
